,caption,name,overall_rating,category,opening_hours
140,"It was our second time at Summerhouse and it didn't disappoint! Beautiful and romantic ambience as always. It wasn't too crowded on the Saturday evening we visited, and so the wonderful staff were able to spend more time with every table.  Really appreciated the food and wine recommendations given by our server, and the sous chef Neville who come out and personally explained some of the dishes to us. Amazing that they had such great produce from Australia and their own gardens (you can go around the back and walk through the greenery, try to spot some of the food you ate)!  Food was great, wine pairings awesome, and really enjoyed our time there. 5/5 will come back again soon!",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
141,"Visited this restaurant on 15 Feb. Extremely good service provided by Aska who is so passionate about his job. Knowing I'm pregnant, he went out of the way to ensure the food options were suitable for me. He also helped hubby and I take very nice photos in the dome and out in the garden. The dome is comfortable and nicely decorated. The food is very tasty as well. Thank you for the nice experience 😊",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
142,"Nestled in the serene surroundings of Seletar Airport, The Summerhouse stands as one of Singapore's most enchanting outdoor wedding venues. It offers couples the opportunity to exchange vows in a rustic garden setting, creating a truly magical atmosphere. With its historic bungalow and charming banquet space, we have truly enjoyed shooting weddings here over the years!",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
143,Attended a relative wedding dinner here. Was very very impressed by the level of services & foods provided in hosting the event.  I was not expecting good decent food for the night. Especially when there were more then 100 guests attending. I was totally wrong! The 4 courses dinner was perfect! The quality of foods were superb! Black cod fish was very well done and the beef tenderloin's doneness was perfect. All courses were served while it's still hot!  Well done!,The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
144,"Celebrated my cousin’s birthday party in Dome. A beautiful private dining set up and was assisted by wonderful staffs such as Aska, Vicky, Angela, Maha & Irfan who made our dining experience memorable. They ensured our dietary requirements are well taken care of and constantly checking to our needs. I would like to give them great commendation for their service and attention to detail which made Summerhouse a pleasant place to celebrate special occasion. Food portion was fulfilling, taste and presentation was good. Will definitely come back again and recommend to my fellow friends and peers.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
145,"Worth visiting for brunch. We visited on Saturday lunch without reservation (and there’s a wedding happening at the same day) We didn’t need to wait for a table; service was very fast though order and payment are both done on the website. The food is exceptional. Ingredients are fresh and tasty, I like their egg. Their idea of atas kaya toast is quite interesting, it’s actually a bread roll stuffed with kaya toast and butter with a sous vide egg. We didn’t get to enjoy the garden much as it’s raining. Note, if you’re driving, there are plenty of car parks near by the cafe (not just only the space in front of it) which takes a bit of walking only.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
146,"I came here for dinner.  Food is good, but very pricy.  Definitely good for private and more intimate meals if you book the garden dome. There are three garden domes.  The taste of the 65’ Florentine egg and truffle was masked by the spinach, but the taste of the spinach was great.  The French onion soup was sweet and thicker which was surprising.  The wagyu striplion was done as a roast and delightful to have with some charring on the sides.  The duck confit was good and not too salty.  The sorbet was refreshing and the jelly lovely to chew on.  Creme brûlée was good as well.  Good place for more intimate moments.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
147,"This is one of the places that i would visit if i were to bring my dog out with me for dinner. They are pet friendly.  We ordered a salad and mushroom soup for starter and taco and pan fry fish as main. The soup is thick and smooth while the salad ia crunchy. We love how simple the fish is pan fried. Taco is really tasty too. But most importantly, the music wasnt too loud and that my dog clould sit close to us feeling relaxed.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
148,"Appreciated their excellent service. All of them are friendly and approachable. Keep it up. As for food, cauliflower steak was unique and taste really good. We were amazed by the serenity ambience..",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
149,"Ambience: 10/10 Food: 7.5/10 Value: 7/10  We booked the private glass domes for dinner and had the $380/ couple menu. Food was okay, nothing special especially for the price paid. That being said, for the privacy and unique dining experience, it’s worth paying once. (Won’t go back again 😅).  Great place for private proposals or for special occasions. Has a nice garden and surrounding are nicely decorated with fairylights. Perfect for a romantic dinner/stroll after. Won’t reco for the food, at least those in the $380 set menu.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
150,"We had our wedding dinner here. The biggest decisive factor for us, which we are the happiest about, was Aska - the main man who oversaw everything! From day one, he made me and my then-fiancee feel welcome to The Summerhouse and reassured us that everything would go smoothly. On the day itself, he was able to foresee our needs, was on the ball with everything, and well-organised. All the way from ROM to the end of the dinner, we were well taken care of. We would not have been able to do any of it without him! Sara, the event planner who liaised with us, was also a great help.  We loved the wedding so much. The ambience was perfect - intimate and cosy, and the food was delicious. Our guests also enjoyed themselves tremendously. Big thanks to everyone for everything!",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
151,"Quiet and peaceful setting at the upper floor of a colonial bungalow. Very conducive for catching up with friends. The steak was decent, not fantastic. Best main was the duck confit paired with an organic Chilean merlot . The Barramundi was not bad too.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
152,"Food Food quality was good. Personally liked the scallop entree which was well balanced in taste. Yellow chicken dish was well cooked too. Iberico dish was great taste wise though it was just a tad too dry.  The citrus Creme brulee can be a hit or miss. A hit for those who prefer their Creme brulee with a citrus taste. But in ours, we prefer the more traditional, original taste.  Service Great service. Received a complimentary cake as it was our wedding anniversary.  Atmosphere Nice & cosy place for casual. Will recommend it to couples.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
153,Super nice place with 3 restaurants serving different types of menu. We had 2pax course meal dinner at the Au Balcon (2nd floor). The venue was super romantic at night with fairy lights and the interior garden decor. We topped up to order ribeye steak and grilled wagyu (which was super tender & juicy)! The servers were attentive and nice. Definitely should visit for romantic special occasion!!,The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
154,"Reserved a table via Chope app for our anniversary dinner. Friendly staff, nice ambience. Had the sirloin steak while wife took the grilled pork option. A slice of velvet cake to end off the evening. Overall good experience and would recommend to consider as one of the options for your special occasion.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
155,"Ambience: 5/5 Food: 2/5 (the REALLY SALTY duck leg confit is quite horrible imo, and it tainted our experience) Service: 4/5  Me and my partner made a reservation here on 28 Jan, 7pm to celebrate our anniversary. I will write a very honest review about our experience here. The area where we were sitted was v nice, beside a beautifully decorated wall of plants. I think these 'nicer' seats are given to ppl who are celebrating special occasions. I appreciate the service crew's effort to sit us there. We ordered the 'communal dining' course meal. There were some good courses and several hit and misses, with ONE VERY TERRIBLE MISS. We especially enjoyed the rye bread with home made butter, and the grilled prawns. The avocado truffle ikura with quinoa crackers was interesting, something new to our taste buds. The starters were pretty solid, so they did build up our anticipation for the mains, only for us to be sorely disappointed. When the duck leg confits were served, we were pretty pumped as they looked visually pleasing. The meat looked tender, and they fell off the bones easily. However, lo and behold, they were REALLY REALLY REALLY REALLY!! SALTY!!!!! I am someone who eats salty food, and believe me when I say this is really freaking salty, on another level already. On par with or even possibly surpassing the saltiness of salted egg white. I tried 2 more bites, but it was overwhelmingly salty, so I summoned the courage to bring up the matter to the service crew. I have never complained about food to any service crew before, but this duck confit was the first time I felt a need to. It felt like ingesting spoons of salt with every bite. What I got from the service crew was that 'french food is supposed to be salty'. I attempted to ask for a change in the course meal, but it did not look like it was going to happen as the manager was rather adamant that the food is supposed to be salty, although I am still not convinced it should be THIS salty. The manager offered us more onion sauce to neutralise the saltiness...and because we did not want to make things difficult, despite the really no go duck confit in our opinion, we just suck thumb and eat lor. I tried my best to eat as much as I could cus it's not cheap... So, ORDER AT YOUR DISCRETION... Order only if you know you can eat a whole duck leg size of salted egg white... The elderflower sorbet is really nice tho, IT WAS THE SAVING GRACE. And at last, the crew gave us an on the house red velvet cheesecake to celebrate our anniversary, and that also helped to make the evening a little better, and we do appreciate the effort.  It was not a bad experience overall, bcus it was rather funny trying to finish eating sth so... salty. LOL.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
156,"It was my first visit to this lovely cosy place tucked away in the quiet (or maybe not so quiet since it's almost at the doorstep of Seletar Airport) estate of Seletar Aerospace Park in the northeastern part of Singapore. It might be a little out of the way for some though.  I had a hot caramel latte (which is kind of like my must-have drink no matter where I dine at) that came with ""love""—simple latte art. For the mains, I had soft-shell chilli crab linguine, which turned out to be an absolute delight. If you're up for it, take each spoonful with a bite of the chilli padi. It could be a little too spicy for folks who don't really eat spicy food.  We do, however, have a minor complaint. We had some problems making payment after ordering over their website via a QR code.  If you have time to spare after your meal, do hop over to nearby Hampstead Wetland Park to soak in nature and, after that, head up to Boardwalk@Seletar where you can see the airport runway dotted with small airplanes on the perimeter tracks. You may also catch an airplane or two taking off or landing. As you walk up Hyde Park Gate, you will see several large abandoned, recently or long ago, colonial bungalows, which make for an interesting backdrop for those 'gram shots.  In all, I'd recommend this place for its chill vibes.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
157,"The ambience is wonderful. We had the set menu for brunch. Loved it. But the highlight for me was the incredible staff- so attentive, knowledgeable and helpful! We sat upstairs and it was lovely!",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
158,"Truly love the truffle brie pizza, the pizza base is a superb thin crust, the combination of the mushrooms garnish with the truffle cream and brie cheese enhanced the flavor, so flavourful. 👍👍👍  Also very happy to get the clam and mussel pasta, the chilli padi makes the kick of the whole presentation.  The garden set up at the side setting us to spend a little time to relax with a cup of tea or coffee, enjoy the time passing with a few good friends in the afternoon.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
159,"Wonderful experience, Taste is as good as the look itself, Fresh ingredient and the grilling is top notch, 10 out of 10 and would definitely come again.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
160,"The Summerhouse's new concept Au Balcon (previously known as the French Dining room) is located at second floor overlooking beautifully renovated whimsical gardens. Au Balcon focus on classic French flavours with a twist, a dedication to quality produce and an offer of warm personable service.  Au Balcon’s extensively updated dinner menu offers a choice of a la carte or communal style service  Au Balcon at The Summerhouse’s new dinner menu is available daily except Tuesdays from 1 Feb, alongside a refreshed brunch menu that is served on the weekend.  Location: Au Balcon at The Summerhouse, 3 Park Lane, Singapore 798387",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
161,"Service staffs were attentive and polite. Ambience is good, charming and romantic. Ideal for Anniversary, Birthday & Wedding. Food & drinks were served promptly and delicious. Had the brunch menu for our  Anniversary. We love all dishes, my hubby love the Wagyu Brisket the most as it's tender and juicy.  We were pleasantly surprised that the restaurant served us a complimentary slice of red velvet cake for our Anniversary. Its really so sweet of them. We truly enjoyed ourselves and will definitely come back with our family.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
162,"The air con was not cold enough. Luckily, there were ceiling fans to circulate the air.  The staff were friendly and approachable. But the handling of the plates and glasses could improve.  The food tasted good. The fish texture and doneness were just right. Caution, there's fish bone.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
163,Place was packed when we arrived without reservation. Managed to find us a table to accommodate us. Food was delicious with a nice ambience. Had a live band that came on shortly after we were served with out food. Good songs,The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
164,"A nostalgic colonial dinning place with good customer service by the crew. L’Entrecote Classic ‘Steak Frites’ - cooked in medium rare tasted tendered with a slight char on the exterior Loup De Mer Aux Légumes - the flesh is firm yet tender. Crème Glacée Au Chocolat Balinais - the chocolate is rich combined with the hazelnut cookie, it gives full experience in a dessert Overall, the experience is positive and the price is reasonable.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
165,"Nice environment. Generally nice food. But steak has room for improvement la bro. $34 for this steak. No char, tough meat.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
166,"Best to either drive on or grab a cab. Public transport here just is not convenient.  The ambience is fantastic and if u have a pet, u can bring it along.  Chili crab pasta: soft shell crab was done superbly. The sauce was unfortunately too spicy. However i would order again.  Chicken wings appetiser were crispy and delicious too. Recommended.  However the dessert was plain awful. Worst waffles i ever tasted. Every component is overly sweet and there is no balance. Don't order their dessert.  Pricing overall is too high. U can get better value for ur dollar overall, elsewhere.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
167,"Duck leg confit was good, and dessert was delectable. Everything is more on the pricier side though, spent $68 per person.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
168,"Came for brunch with the better half. Order the french onion soup, sea bass, potato puree, and elderflower sorbet. All were pretty good. Particularly enjoyed the french onion soup and the sorbet. Sea bass was good but she bit on a fish scale. While not out of this world, could probably have been better at de-scaling. Overall, good food, service was attentive.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
169,"Isaac was very professional and very hardworking. He was very efficient, fast in servicing us and super friendly despite being a very busy Saturday night. It has been a very  long since I saw such good front service in a food and beverage industry. I highly recommend people to visit Summerhouse to dine for good food and great service! We had wonderful time having Isaac attending to us, what a great asset to the company!",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
170,"Great decor in Black-and -white gazetted building. Food is very good but very pricey too, up to a point where it may be a bit too pricey for the “fine dining” you are getting. But no negative connotation to this because I am comparing to European fine dining. Prices match Europe but on a different level of “fine dining “",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
172,"My wife and me have a wonderful anniversary dinner at the summerhouse. The food, service and ambience are fantastic.  My second year to here and food is still good but last year is still the best. Sevice and ambience is still fantastic.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
173,Nice cosy place for a meet up. Lovely food and great service!,The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
174,Good food and good service. The only improvement I will think probably is the menu as I will prefer to have a food menu that comes with some pictures.  😉  And quite limited parking lots.,The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
176,Great place. Pet friendly. Food was good.,The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
177,"Patronized on a Saturday, lunchtime. Beautiful place with English countryside vibe. Nice ambience! Didn’t see any lift, may not be handicapped-friendly. Easy to make reservation.  Friendly and attentive service: refilled water proactively and dishes were served properly. Thank you!  Food: ordered 3-course lunch set for 2pax. Truffle sauce in the avocado appetizer is too salty. Overall, we enjoyed the dishes but not the $7++/cup of coffee.  Note that this place is not meant to serve affordable food so price point can be higher.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
178,"Tasty french cuisine in an romantic environment. Great setting for wedding dinner with the outdoor lawn area. Food are served quickly and services are friendly as well. The only downside is it's not very convenient in terms of location, requires multiple transit and far away from city center",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
179,For the ambience of its surrounding. And best part was that we got to dine-in at the 2nd level. Cool weather on that day. Nice to watch the view while eating.,The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
180,"Black and white bungalow with a playground for kids. Good service and ambiance. Waitress took along time to explain communal menu which we finally chose (a way to charge more), it ended up rather pricey for the quality of food. Overall it’s a nice place for gatherings.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
181,"We love all dishes, my hubby love the Wagyu Brisket the most as it's tender and juicy.  We were pleasantly surprised that the restaurant served us a complimentary slice of red velvet cake for our Anniversary. Its really so sweet of them. We truly enjoyed ourselves and will definitely come back with our family.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
182,"Dining at the dome is an experience in itself! The waiters were very friendly, prompt in serving and explaining the dishes. When i request for change of meat from beef, they were able to accommodate. The dishes were nice and filling. The environment was romantic and its lime a private dining room. If only there could be romantic music in the background as well as it does get quiet if no one is talking. There's also a nice garden to walk around after the dinner. Good venue for proposal or anniversary dinner etc. Only problem is the venue is a bit ulu",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
183,"Came here for breakfast after temple visit.  Were greeted and sit promptly, dislike the Scan The Menu and opt for a manual menu instead.  Food arrived promptly, big serving but taste well is a little less on the salt side, but it is ok for me since I am on low sodium.  Quite a pleasant place for quiet morning breakfast.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
184,Service was much more than we could expect. Food is still great after a couple of years.,The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
185,"Good place, good food, great location. Been here 3 times now, just wishing staff are better in basic product knowledge. All three times, no one seemed to know what balsamic is.",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
186,"It’s such an amazing restaurant. I booked a dome for my anniversary. The food was very delicious and authentic, me and my husband enjoyed a romantic night there. Service is great, polite and friendly The garden set up at the side setting us to spend a little time to relax with a cup of tea or coffee, enjoy the time passing with husband in the evening",The Summerhouse,4.3,Restaurant,"Wednesday, 8 am to 11 pm; Thursday, 8 am to 11 pm; Friday, 8 am to 12 am; Saturday, 8 am to 12 am; Sunday, 8 am to 11 pm; Monday, 8 am to 11 pm; Tuesday, 8 am to 11 pm. Hide open hours for the week"
187,Nice place to chill with friends. Food was better than expected. We were expecting bar food but turned out much better. Interesting cocktail. Service was prompt. We were told that we only have 2 hours to drink n dine but we stayed for nearly 3 hours without any problem.,Smoke & Mirrors,4.3,Bar,
188,"Outstanding service, despite being busy. We were shown to our table promptly but weren't hurried for the duration. A wonderful opportunity to relax and enjoy the delectable cocktail selection!  For anyone unfamiliar, the view of the Marina is spectacular. The music is perfect for the venue.  Only challenge is navigating the national gallery to get there - but worth getting lost for!",Smoke & Mirrors,4.3,Bar,
189,"Great view and fun cocktails.  We ordered a few different types, Singapore sling, moves like jigger, monochrome and woks that smell.  All unique. The woks that smell tasted exactly like woodfire smoke, the moves like jigger came out on a bed of dry ice so was fun to watch steam. Monochrome was probably our least favourite but oddly tasted like paper and graphite.  Good to come for a cocktail - food was average - come for drinks, dine elsewhere",Smoke & Mirrors,4.3,Bar,
190,"Rated as one of the Top bars in Asia, Smoke and mirrors lives up to the hype. The views from top are gorgeous, panning a picturesque view of Marina Bay. The cocktail menu is quirky, with flavors and stories of Singapore weaved in, priced at the higher side of $25 and upwards (which is pretty standard for top bars in Singapore.) An ideal date night place, reservations are mandatory unless you want to chance a walk-in and might get lucky. Food menu is limited to snacky bar food, good for a light nibble with drinks. Staff is polite and friendly and also offered us a birthday drink which was a super sweet gesture. It's a star short in review because while the vibe and view is spot on, cocktails weren't exceptional. Many other speakeasy do a better job, and would have expected a bit more from this place. Still highly recommended to visit and experience.",Smoke & Mirrors,4.3,Bar,
